NoGroupe6|NoCours|NomCours|NumeroLocal|idLocal|TypeDeLocal|DateDebut|HeureDebut|DateFin|HeureFin|NoJour|
000001|420CC2MA|Windows et Office à des fins d'usage courant|B4420a|Laboratoire informatique|Laboratoire informatique|2016-09-19|15:00:00|2016-09-25|18:00:00|1|
000001|420CC2MA|Windows et Office à des fins d'usage courant|B4420a|Laboratoire informatique|Laboratoire informatique|2016-09-26|15:00:00|2016-10-02|18:00:00|1|
000001|420CC2MA|Windows et Office à des fins d'usage courant|B4420a|Laboratoire informatique|Laboratoire informatique|2016-10-03|15:00:00|2016-10-09|18:00:00|1|
000001|420CC2MA|Windows et Office à des fins d'usage courant|B4420a|Laboratoire informatique|Laboratoire informatique|2016-10-10|15:00:00|2016-10-16|18:00:00|1|
000001|420CC2MA|Windows et Office à des fins d'usage courant|B4420a|Laboratoire informatique|Laboratoire informatique|2016-10-17|15:00:00|2016-10-23|18:00:00|1|
000002|420CC2MA|Windows et Office à des fins d'usage courant|B4420a|Laboratoire informatique|Laboratoire informatique|2016-08-22|12:00:00|2016-08-28|15:00:00|3|
000002|420CC2MA|Windows et Office à des fins d'usage courant|B4420a|Laboratoire informatique|Laboratoire informatique|2016-10-24|12:00:00|2016-10-30|15:00:00|3|
000002|420CC2MA|Windows et Office à des fins d'usage courant|B4420a|Laboratoire informatique|Laboratoire informatique|2016-10-31|12:00:00|2016-11-06|15:00:00|3|
000002|420CC2MA|Windows et Office à des fins d'usage courant|B4420a|Laboratoire informatique|Laboratoire informatique|2016-11-07|12:00:00|2016-11-13|15:00:00|3|
000002|420CC2MA|Windows et Office à des fins d'usage courant|B4420a|Laboratoire informatique|Laboratoire informatique|2016-11-14|12:00:00|2016-11-20|15:00:00|3|
000002|420CC2MA|Windows et Office à des fins d'usage courant|B4420a|Laboratoire informatique|Laboratoire informatique|2016-11-21|12:00:00|2016-11-27|15:00:00|3|
000002|420CC2MA|Windows et Office à des fins d'usage courant|B4420a|Laboratoire informatique|Laboratoire informatique|2016-11-28|12:00:00|2016-12-04|15:00:00|3|
000002|420CC2MA|Windows et Office à des fins d'usage courant|B4420a|Laboratoire informatique|Laboratoire informatique|2016-12-12|12:00:00|2016-12-18|15:00:00|3|
000002|420CC2MA|Windows et Office à des fins d'usage courant|B4420a|Laboratoire informatique|Laboratoire informatique|2016-08-29|12:00:00|2016-09-04|15:00:00|3|
000002|420CC2MA|Windows et Office à des fins d'usage courant|B4420a|Laboratoire informatique|Laboratoire informatique|2016-09-05|12:00:00|2016-09-11|15:00:00|3|
000002|420CC2MA|Windows et Office à des fins d'usage courant|B4420a|Laboratoire informatique|Laboratoire informatique|2016-09-12|12:00:00|2016-09-18|15:00:00|3|
000002|420CC2MA|Windows et Office à des fins d'usage courant|B4420a|Laboratoire informatique|Laboratoire informatique|2016-09-19|12:00:00|2016-09-25|15:00:00|3|
000002|420CC2MA|Windows et Office à des fins d'usage courant|B4420a|Laboratoire informatique|Laboratoire informatique|2016-09-26|12:00:00|2016-10-02|15:00:00|3|
000002|420CC2MA|Windows et Office à des fins d'usage courant|B4420a|Laboratoire informatique|Laboratoire informatique|2016-10-10|12:00:00|2016-10-16|15:00:00|3|
000002|420CC2MA|Windows et Office à des fins d'usage courant|B4420a|Laboratoire informatique|Laboratoire informatique|2016-10-17|12:00:00|2016-10-23|15:00:00|3|
000003|420CC2MA|Windows et Office à des fins d'usage courant|B4420a|Laboratoire informatique|Laboratoire informatique|2016-08-22|15:00:00|2016-08-28|18:00:00|5|
000003|420CC2MA|Windows et Office à des fins d'usage courant|B4420a|Laboratoire informatique|Laboratoire informatique|2016-10-24|15:00:00|2016-10-30|18:00:00|5|
000003|420CC2MA|Windows et Office à des fins d'usage courant|B4420a|Laboratoire informatique|Laboratoire informatique|2016-10-31|15:00:00|2016-11-06|18:00:00|5|
000003|420CC2MA|Windows et Office à des fins d'usage courant|B4420a|Laboratoire informatique|Laboratoire informatique|2016-11-07|15:00:00|2016-11-13|18:00:00|5|
000003|420CC2MA|Windows et Office à des fins d'usage courant|B4420a|Laboratoire informatique|Laboratoire informatique|2016-11-14|15:00:00|2016-11-20|18:00:00|5|
000003|420CC2MA|Windows et Office à des fins d'usage courant|B4420a|Laboratoire informatique|Laboratoire informatique|2016-11-21|15:00:00|2016-11-27|18:00:00|5|
000003|420CC2MA|Windows et Office à des fins d'usage courant|B4420a|Laboratoire informatique|Laboratoire informatique|2016-11-28|15:00:00|2016-12-04|18:00:00|5|
000003|420CC2MA|Windows et Office à des fins d'usage courant|B4420a|Laboratoire informatique|Laboratoire informatique|2016-12-12|15:00:00|2016-12-18|18:00:00|5|
000003|420CC2MA|Windows et Office à des fins d'usage courant|B4420a|Laboratoire informatique|Laboratoire informatique|2016-08-29|15:00:00|2016-09-04|18:00:00|5|
000003|420CC2MA|Windows et Office à des fins d'usage courant|B4420a|Laboratoire informatique|Laboratoire informatique|2016-09-05|15:00:00|2016-09-11|18:00:00|5|
000003|420CC2MA|Windows et Office à des fins d'usage courant|B4420a|Laboratoire informatique|Laboratoire informatique|2016-09-12|15:00:00|2016-09-18|18:00:00|5|
000003|420CC2MA|Windows et Office à des fins d'usage courant|B4420a|Laboratoire informatique|Laboratoire informatique|2016-09-19|15:00:00|2016-09-25|18:00:00|5|
000003|420CC2MA|Windows et Office à des fins d'usage courant|B4420a|Laboratoire informatique|Laboratoire informatique|2016-09-26|15:00:00|2016-10-02|18:00:00|5|
000003|420CC2MA|Windows et Office à des fins d'usage courant|B4420a|Laboratoire informatique|Laboratoire informatique|2016-10-10|15:00:00|2016-10-16|18:00:00|5|
000003|420CC2MA|Windows et Office à des fins d'usage courant|B4420a|Laboratoire informatique|Laboratoire informatique|2016-10-17|15:00:00|2016-10-23|18:00:00|5|
000004|420CC2MA|Windows et Office à des fins d'usage courant|B4420a|Laboratoire informatique|Laboratoire informatique|2016-08-22|10:00:00|2016-08-28|13:00:00|4|
000004|420CC2MA|Windows et Office à des fins d'usage courant|B4420a|Laboratoire informatique|Laboratoire informatique|2016-10-24|10:00:00|2016-10-30|13:00:00|4|
000004|420CC2MA|Windows et Office à des fins d'usage courant|B4420a|Laboratoire informatique|Laboratoire informatique|2016-10-31|10:00:00|2016-11-06|13:00:00|4|
000004|420CC2MA|Windows et Office à des fins d'usage courant|B4420a|Laboratoire informatique|Laboratoire informatique|2016-11-07|10:00:00|2016-11-13|13:00:00|4|
000004|420CC2MA|Windows et Office à des fins d'usage courant|B4420a|Laboratoire informatique|Laboratoire informatique|2016-11-14|10:00:00|2016-11-20|13:00:00|4|
000004|420CC2MA|Windows et Office à des fins d'usage courant|B4420a|Laboratoire informatique|Laboratoire informatique|2016-11-21|10:00:00|2016-11-27|13:00:00|4|
000004|420CC2MA|Windows et Office à des fins d'usage courant|B4420a|Laboratoire informatique|Laboratoire informatique|2016-11-28|10:00:00|2016-12-04|13:00:00|4|
000004|420CC2MA|Windows et Office à des fins d'usage courant|B4420a|Laboratoire informatique|Laboratoire informatique|2016-12-12|10:00:00|2016-12-18|13:00:00|4|
000004|420CC2MA|Windows et Office à des fins d'usage courant|B4420a|Laboratoire informatique|Laboratoire informatique|2016-08-29|10:00:00|2016-09-04|13:00:00|4|
000004|420CC2MA|Windows et Office à des fins d'usage courant|B4420a|Laboratoire informatique|Laboratoire informatique|2016-09-05|10:00:00|2016-09-11|13:00:00|4|
000004|420CC2MA|Windows et Office à des fins d'usage courant|B4420a|Laboratoire informatique|Laboratoire informatique|2016-09-12|10:00:00|2016-09-18|13:00:00|4|
000004|420CC2MA|Windows et Office à des fins d'usage courant|B4420a|Laboratoire informatique|Laboratoire informatique|2016-09-19|10:00:00|2016-09-25|13:00:00|4|
000004|420CC2MA|Windows et Office à des fins d'usage courant|B4420a|Laboratoire informatique|Laboratoire informatique|2016-09-26|10:00:00|2016-10-02|13:00:00|4|
000004|420CC2MA|Windows et Office à des fins d'usage courant|B4420a|Laboratoire informatique|Laboratoire informatique|2016-10-10|10:00:00|2016-10-16|13:00:00|4|
000004|420CC2MA|Windows et Office à des fins d'usage courant|B4420a|Laboratoire informatique|Laboratoire informatique|2016-10-17|10:00:00|2016-10-23|13:00:00|4|
000005|420CC2MA|Windows et Office à des fins d'usage courant|B4420a|Laboratoire informatique|Laboratoire informatique|2016-08-22|14:00:00|2016-08-28|17:00:00|2|
000005|420CC2MA|Windows et Office à des fins d'usage courant|B4420a|Laboratoire informatique|Laboratoire informatique|2016-10-24|14:00:00|2016-10-30|17:00:00|2|
000005|420CC2MA|Windows et Office à des fins d'usage courant|B4420a|Laboratoire informatique|Laboratoire informatique|2016-10-31|14:00:00|2016-11-06|17:00:00|2|
000005|420CC2MA|Windows et Office à des fins d'usage courant|B4420a|Laboratoire informatique|Laboratoire informatique|2016-11-07|14:00:00|2016-11-13|17:00:00|2|
000005|420CC2MA|Windows et Office à des fins d'usage courant|B4420a|Laboratoire informatique|Laboratoire informatique|2016-11-14|14:00:00|2016-11-20|17:00:00|2|
000005|420CC2MA|Windows et Office à des fins d'usage courant|B4420a|Laboratoire informatique|Laboratoire informatique|2016-11-21|14:00:00|2016-11-27|17:00:00|2|
000005|420CC2MA|Windows et Office à des fins d'usage courant|B4420a|Laboratoire informatique|Laboratoire informatique|2016-11-28|14:00:00|2016-12-04|17:00:00|2|
000005|420CC2MA|Windows et Office à des fins d'usage courant|B4420a|Laboratoire informatique|Laboratoire informatique|2016-12-12|14:00:00|2016-12-18|17:00:00|2|
000005|420CC2MA|Windows et Office à des fins d'usage courant|B4420a|Laboratoire informatique|Laboratoire informatique|2016-08-29|14:00:00|2016-09-04|17:00:00|2|
000005|420CC2MA|Windows et Office à des fins d'usage courant|B4420a|Laboratoire informatique|Laboratoire informatique|2016-09-05|14:00:00|2016-09-11|17:00:00|2|
000005|420CC2MA|Windows et Office à des fins d'usage courant|B4420a|Laboratoire informatique|Laboratoire informatique|2016-09-12|14:00:00|2016-09-18|17:00:00|2|
000005|420CC2MA|Windows et Office à des fins d'usage courant|B4420a|Laboratoire informatique|Laboratoire informatique|2016-09-19|14:00:00|2016-09-25|17:00:00|2|
000005|420CC2MA|Windows et Office à des fins d'usage courant|B4420a|Laboratoire informatique|Laboratoire informatique|2016-09-26|14:00:00|2016-10-02|17:00:00|2|
000005|420CC2MA|Windows et Office à des fins d'usage courant|B4420a|Laboratoire informatique|Laboratoire informatique|2016-10-10|14:00:00|2016-10-16|17:00:00|2|
000005|420CC2MA|Windows et Office à des fins d'usage courant|B4420a|Laboratoire informatique|Laboratoire informatique|2016-10-17|14:00:00|2016-10-23|17:00:00|2|
000006|604P11MA|Anglais adapté, niveau intermédiaire|B4420a|Laboratoire informatique|Laboratoire informatique|2016-12-05|08:00:00|2016-12-11|10:00:00|4|
000006|604P11MA|Anglais adapté, niveau intermédiaire|B4420a|Laboratoire informatique|Laboratoire informatique|2016-12-05|10:00:00|2016-12-11|11:00:00|4|
000013|109110MA|Santé et conditionnement physique en gymnase|B4420b|Laboratoire informatique|Laboratoire informatique|2016-11-07|16:00:00|2016-11-13|18:00:00|5|
000014|109110MA|Santé et conditionnement physique en gymnase|B4420b|Laboratoire informatique|Laboratoire informatique|2016-11-07|14:00:00|2016-11-13|16:00:00|5|
000002|109115MA|Santé Conditionnement physique en plein air|B4420b|Laboratoire informatique|Laboratoire informatique|2016-09-05|09:00:00|2016-09-11|12:00:00|2|
000003|109214MA|Badminton|B4420b|Laboratoire informatique|Laboratoire informatique|2016-10-10|14:00:00|2016-10-16|16:00:00|4|
000081|201701MA|Statistiques et probabilités|B4420b|Laboratoire informatique|Laboratoire informatique|2016-09-05|14:00:00|2016-09-11|16:00:00|4|
000091|201NYA05|Calcul différentiel|B4420b|Laboratoire informatique|Laboratoire informatique|2016-10-10|14:00:00|2016-10-16|15:00:00|3|
000007|201NYC05|Algèbre linéaire et géométrie vectorielle|B4420b|Laboratoire informatique|Laboratoire informatique|2016-09-19|11:00:00|2016-09-25|12:00:00|1|
000010|300300RE|Initiation pratique à la méthodologie des sciences humaines|B4420b|Laboratoire informatique|Classe de multimédia|2016-10-31|15:00:00|2016-11-06|17:00:00|5|
000010|300300RE|Initiation pratique à la méthodologie des sciences humaines|B4420b|Laboratoire informatique|Classe de multimédia|2016-11-14|15:00:00|2016-11-20|17:00:00|5|
000010|300300RE|Initiation pratique à la méthodologie des sciences humaines|B4420b|Laboratoire informatique|Classe de multimédia|2016-11-21|15:00:00|2016-11-27|17:00:00|5|
000010|300300RE|Initiation pratique à la méthodologie des sciences humaines|B4420b|Laboratoire informatique|Classe de multimédia|2016-10-31|10:00:00|2016-11-06|12:00:00|2|
000010|300300RE|Initiation pratique à la méthodologie des sciences humaines|B4420b|Laboratoire informatique|Classe de multimédia|2016-11-07|10:00:00|2016-11-13|12:00:00|2|
000010|300300RE|Initiation pratique à la méthodologie des sciences humaines|B4420b|Laboratoire informatique|Classe de multimédia|2016-09-05|15:00:00|2016-09-11|17:00:00|5|
000010|300300RE|Initiation pratique à la méthodologie des sciences humaines|B4420b|Laboratoire informatique|Classe de multimédia|2016-11-28|10:00:00|2016-12-04|12:00:00|2|
000010|300300RE|Initiation pratique à la méthodologie des sciences humaines|B4420b|Laboratoire informatique|Classe de multimédia|2016-09-12|15:00:00|2016-09-18|17:00:00|5|
000010|300300RE|Initiation pratique à la méthodologie des sciences humaines|B4420b|Laboratoire informatique|Classe de multimédia|2016-09-26|15:00:00|2016-10-02|17:00:00|5|
000010|300300RE|Initiation pratique à la méthodologie des sciences humaines|B4420b|Laboratoire informatique|Classe de multimédia|2016-10-03|15:00:00|2016-10-09|17:00:00|5|
000011|300300RE|Initiation pratique à la méthodologie des sciences humaines|B4420b|Laboratoire informatique|Classe de multimédia|2016-10-03|10:00:00|2016-10-09|12:00:00|3|
000012|300300RE|Initiation pratique à la méthodologie des sciences humaines|B4420b|Laboratoire informatique|Classe de multimédia|2016-10-31|08:00:00|2016-11-06|10:00:00|5|
000012|300300RE|Initiation pratique à la méthodologie des sciences humaines|B4420b|Laboratoire informatique|Classe de multimédia|2016-11-07|08:00:00|2016-11-13|10:00:00|5|
000012|300300RE|Initiation pratique à la méthodologie des sciences humaines|B4420b|Laboratoire informatique|Classe de multimédia|2016-11-14|08:00:00|2016-11-20|10:00:00|5|
000012|300300RE|Initiation pratique à la méthodologie des sciences humaines|B4420b|Laboratoire informatique|Classe de multimédia|2016-11-21|08:00:00|2016-11-27|10:00:00|5|
000012|300300RE|Initiation pratique à la méthodologie des sciences humaines|B4420b|Laboratoire informatique|Classe de multimédia|2016-11-28|08:00:00|2016-12-04|10:00:00|5|
000012|300300RE|Initiation pratique à la méthodologie des sciences humaines|B4420b|Laboratoire informatique|Classe de multimédia|2016-12-05|08:00:00|2016-12-11|10:00:00|5|
000012|300300RE|Initiation pratique à la méthodologie des sciences humaines|B4420b|Laboratoire informatique|Classe de multimédia|2016-09-05|16:00:00|2016-09-11|18:00:00|3|
000012|300300RE|Initiation pratique à la méthodologie des sciences humaines|B4420b|Laboratoire informatique|Classe de multimédia|2016-10-03|16:00:00|2016-10-09|18:00:00|3|
000012|300300RE|Initiation pratique à la méthodologie des sciences humaines|B4420b|Laboratoire informatique|Classe de multimédia|2016-10-31|16:00:00|2016-11-06|18:00:00|3|
000012|300300RE|Initiation pratique à la méthodologie des sciences humaines|B4420b|Laboratoire informatique|Classe de multimédia|2016-11-07|16:00:00|2016-11-13|18:00:00|3|
000012|300300RE|Initiation pratique à la méthodologie des sciences humaines|B4420b|Laboratoire informatique|Classe de multimédia|2016-09-05|08:00:00|2016-09-11|10:00:00|5|
000012|300300RE|Initiation pratique à la méthodologie des sciences humaines|B4420b|Laboratoire informatique|Classe de multimédia|2016-11-14|16:00:00|2016-11-20|18:00:00|3|
000012|300300RE|Initiation pratique à la méthodologie des sciences humaines|B4420b|Laboratoire informatique|Classe de multimédia|2016-11-21|16:00:00|2016-11-27|18:00:00|3|
000012|300300RE|Initiation pratique à la méthodologie des sciences humaines|B4420b|Laboratoire informatique|Classe de multimédia|2016-11-28|16:00:00|2016-12-04|18:00:00|3|
000012|300300RE|Initiation pratique à la méthodologie des sciences humaines|B4420b|Laboratoire informatique|Classe de multimédia|2016-12-05|16:00:00|2016-12-11|18:00:00|3|
000012|300300RE|Initiation pratique à la méthodologie des sciences humaines|B4420b|Laboratoire informatique|Classe de multimédia|2016-10-03|08:00:00|2016-10-09|10:00:00|5|
000014|300300RE|Initiation pratique à la méthodologie des sciences humaines|B4420b|Laboratoire informatique|Classe de multimédia|2016-09-05|14:00:00|2016-09-11|16:00:00|2|
000014|300300RE|Initiation pratique à la méthodologie des sciences humaines|B4420b|Laboratoire informatique|Classe de multimédia|2016-10-03|14:00:00|2016-10-09|16:00:00|2|
000014|300300RE|Initiation pratique à la méthodologie des sciences humaines|B4420b|Laboratoire informatique|Classe de multimédia|2016-10-31|14:00:00|2016-11-06|16:00:00|2|
000014|300300RE|Initiation pratique à la méthodologie des sciences humaines|B4420b|Laboratoire informatique|Classe de multimédia|2016-11-07|14:00:00|2016-11-13|16:00:00|2|
000015|300300RE|Initiation pratique à la méthodologie des sciences humaines|B4420b|Laboratoire informatique|Classe de multimédia|2016-10-31|12:00:00|2016-11-06|14:00:00|3|
000015|300300RE|Initiation pratique à la méthodologie des sciences humaines|B4420b|Laboratoire informatique|Classe de multimédia|2016-11-07|12:00:00|2016-11-13|14:00:00|3|
000015|300300RE|Initiation pratique à la méthodologie des sciences humaines|B4420b|Laboratoire informatique|Classe de multimédia|2016-09-12|14:00:00|2016-09-18|16:00:00|1|
000015|300300RE|Initiation pratique à la méthodologie des sciences humaines|B4420b|Laboratoire informatique|Classe de multimédia|2016-10-31|14:00:00|2016-11-06|16:00:00|1|
000015|300300RE|Initiation pratique à la méthodologie des sciences humaines|B4420b|Laboratoire informatique|Classe de multimédia|2016-11-07|14:00:00|2016-11-13|16:00:00|1|
000015|300300RE|Initiation pratique à la méthodologie des sciences humaines|B4420b|Laboratoire informatique|Classe de multimédia|2016-09-05|12:00:00|2016-09-11|14:00:00|3|
000015|300300RE|Initiation pratique à la méthodologie des sciences humaines|B4420b|Laboratoire informatique|Classe de multimédia|2016-11-14|14:00:00|2016-11-20|16:00:00|1|
000015|300300RE|Initiation pratique à la méthodologie des sciences humaines|B4420b|Laboratoire informatique|Classe de multimédia|2016-10-03|12:00:00|2016-10-09|14:00:00|3|
000015|300300RE|Initiation pratique à la méthodologie des sciences humaines|B4420b|Laboratoire informatique|Classe de multimédia|2016-10-10|12:00:00|2016-10-16|14:00:00|3|
